,mmid,name,city,zip,lat,long,weekvol,store,scluster,zone,age9,age60,ethnic,educ,nocar,income,incsigma,gini,hsizeavg,hsize1,hsize2,hsize34,hsize567,hh3plus,hh4plus,hhsingle,hhlarge,workwom,sinhouse,density,hval150,hval200,hvalmean,single,retired,unemp,wrkch5,wrkch17,nwrkch5,nwrkch17,wrkch,nwrkch,wrkwch,wrkwnch,telephn,mortgage,nwhite,poverty,shpcons,shphurr,shpavid,shpkstr,shpunft,shpbird,shopindx,shpindx,group1,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12,selas1,selas2,selas3,selas4,selas5,selas6,selas7,selas8,selas9,selas10,selas11,selas12,selas13,selas14,selas15,selas16,selas17,selas18,selas19,selas20,selas21,selas22,selas23,selas24,seelas1,seelas2,seelas3,seelas4,seelas5,seelas6,seelas7,seelas8,seelas9,seelas10,seelas11,seelas12,seelas13,seelas14,seelas15,seelas16,seelas17,seelas18,seelas19,seelas20,seelas21,seelas22,seelas23,seelas24,selasall,storeno,urban,cubdist,cubvol,cubid,omnidist,omnivol,omniid,ddist1,ddist2,ddist3,ddist4,ddist5,ddist6,ddist7,ddist8,ddist9,ddist10,dcvol1,dcvol2,dcvol3,dcvol4,dcvol5,dcvol6,dcvol7,dcvol8,dcvol9,dcvol10,dcid1,dcid2,dcid3,dcid4,dcid5,dcid6,dcid7,dcid8,dcid9,dcid10,ttime1,ttime2,ttime3,ttime4,ttime5,ttime6,ttime7,ttime8,ttime9,ttime10,tcvol1,tcvol2,tcvol3,tcvol4,tcvol5,tcvol6,tcvol7,tcvol8,tcvol9,tcvol10,tcid1,tcid2,tcid3,tcid4,tcid5,tcid6,tcid7,tcid8,tcid9,tcid10,lselas1,lselas2,lselas3,lselas4,lselas5,lselas6,lselas7,lselas8,lselas9,lselas10,lselas11,lselas12,lselas13,lselas14,lselas15,lselas16,lselas17,lselas18,lselas19,lselas20,lselas21,lselas22,percent,lift1,ratio1,lift2,ratio2,lift3,ratio3,lift4,ratio4,lift5,ratio5,lift6,ratio6,lift7,ratio7,lift8,ratio8,lift9,ratio9,lift10,ratio10,lift11,ratio11,lift12,ratio12,lift13,ratio13,lift14,ratio14,lift15,ratio15,lift16,ratio16,lift17,ratio17,lift18,ratio18,lift19,ratio19,lift20,ratio20,lift21,ratio21,lift22,ratio22,lift23,ratio23,uelas1,utels1,uneta1,welas1,wtels1,wneta1,uelas2,utels2,uneta2,welas2,wtels2,wneta2,uelas3,utels3,uneta3,welas3,wtels3,wneta3,uelas4,utels4,uneta4,welas4,wtels4,wneta4,uelas5,utels5,uneta5,welas5,wtels5,wneta5,uelas6,utels6,uneta6,welas6,wtels6,wneta6,uelas7,utels7,uneta7,welas7,wtels7,wneta7,uelas8,utels8,uneta8,welas8,wtels8,wneta8,uelas9,utels9,uneta9,welas9,wtels9,wneta9,uelas10,utels10,uneta10,welas10,wtels10,wneta10,uelas11,utels11,uneta11,welas11,wtels11,wneta11,uelas12,utels12,uneta12,welas12,wtels12,wneta12,uelas13,utels13,uneta13,welas13,wtels13,wneta13,uelas14,utels14,uneta14,welas14,wtels14,wneta14,uelas15,utels15,uneta15,welas15,wtels15,wneta15,uelas16,utels16,uneta16,welas16,wtels16,wneta16,uelas17,utels17,uneta17,welas17,wtels17,wneta17,uelas18,utels18,uneta18,welas18,wtels18,wneta18,uelas19,utels19,uneta19,welas19,wtels19,wneta19,uelas20,utels20,uneta20,welas20,wtels20,wneta20,uelas21,utels21,uneta21,welas21,wtels21,wneta21,uelas22,utels22,uneta22,welas22,wtels22,wneta22,uelas23,utels23,uneta23,welas23,wtels23,wneta23,nelas1,nelas2,nelas3,nelas4,nelas5,nelas6,nelas7,nelas8,nelas9,nelas10,nelas11,nelas12,nelas13,nelas14,nelas15,nelas16,nelas17,nelas18,neelas1,neelas2,neelas3,neelas4,neelas5,neelas6,neelas7,neelas8,neelas9,neelas10,neelas11,neelas12,neelas13,neelas14,neelas15,neelas16,neelas17,neelas18,melas1,melas2,melas3,melas4,melas5,melas6,melas7,melas8,melas9,melas10,melas11,melas12,melas13,melas14,melas15,melas16,melas17,melas18,meelas1,meelas2,meelas3,meelas4,meelas5,meelas6,meelas7,meelas8,meelas9,meelas10,meelas11,meelas12,meelas13,meelas14,meelas15,meelas16,meelas17,meelas18,i,domvol,compcub,compnear,compby,compfar,drtime1,drtime2,drtime3,drtime4,drtime5,drvol1,drvol2,drvol3,drvol4,drvol5,drwvol1,drwvol2,drwvol3,drwvol4,drwvol5,sstrdist,sstrvol,cpdist1,cpdist2,cpdist3,cpdist4,cpdist5,cpvol1,cpvol2,cpvol3,cpvol4,cpvol5,cpwvol1,cpwvol2,cpwvol3,cpwvol4,cpwvol5,farthest,dtdist,dtvol,dtwvol,dtcomp,priclow,pricmed,prichigh
2,16892,DOMINICKS    2,RIVER FOREST,60305,419081,878131,350,2,C,1,0.117508576,0.232864734,0.114279949,0.248934934,0.124602894,10.55320518,26296.89531,NA,2.531062478,0.28203318,0.312919167,0.301094246,0.103953406,0.405047653,0.241969643,0.28203318,0.103953406,0.303585347,0.555062319,0.000456044,0.463887065,0.300393959,176.2130663,0.297620974,0.200620129,0.181764854,0.029631847,0.082759653,0.05297815,0.066447172,0.1123915,0.119425322,0.029263967,0.286432161,0.985527709,0.549144582,0.1382256,0.0619594,0.091069538,0.121073067,0.181256618,0.232262619,0.284327568,0.090010589,0.730090208,0.730090208,0.015389877,0.007181943,0.00376197,0.073016416,0.099008208,0.182284542,0.053009576,0.057284542,0.216997264,0.156976744,0.049931601,0.085157319,-1.85698106,-1.37336214,-1.50919628,-1.43067727,-1.70548535,-1.53451464,-1.97324254,-2.26234103,-2.37426601,-2.52103123,-1.75823278,-1.9758179,-2.873225,-1.08397965,-2.41519871,-3.60941954,-1.55175613,-2.15448948,-1.20359479,-2.78058536,-1.17601144,-0.77890042,-14.0230586,-1.97262637,0.04609577,0.04867132,0.04134085,0.05867142,0.09632491,0.08056414,0.07666972,0.08428978,0.04218708,0.06061534,0.09297869,0.06714518,0.0522273,0.05365839,0.06063472,0.04236044,0.04326563,0.08849878,0.03836553,0.06755864,0.06771325,0.02153658,2.7400502,0.09721065,-2.091597848,2,1,3.784829011,1.714285714,16502,2.110122129,1.142857143,78239,0.332348552,1.856282845,2.203282515,2.417813177,2.826671258,2.839540815,3.112675409,3.628376811,3.709681436,3.7674,0.028571429,0.085714286,0.028571429,0.571428571,0.714285714,0.085714286,0.114285714,0.5,0.714285714,0.085714286,17963,17520,17251,17149,73574,17990,17252,16742,16738,17254,5.49,7.29,7.46,8.3,8.52,8.96,9.17,9.28,9.81,9.83,0.028571429,NA,0.085714286,1.714285714,0.714285714,0.028571429,0.571428571,0.5,0.714285714,0.085714286,17963,78239,17520,16502,16738,17251,17149,16742,73574,17990,0.218548,0.013695,-0.051732,-0.160706,-0.689229,0.253402,0.086214,0.589751,0.318732,0.397246,-0.208447,-0.065948,-0.505076,-0.038756,-0.188406,0.016053,-0.204141,-0.364074,0.139676,-0.016265,0.029944,-0.044818,1.226937854,0.934176319,0.05855654,NA,NA,2.334864599,0.186349895,1.436536463,0.337146158,NA,NA,2.574567995,0.334487,1.399786118,0.268097343,1.400954341,0.247831001,2.584230851,0.335530478,0.352096727,0.047844658,3.741379044,0.314138003,4.290322345,0.38290844,1.675245427,0.293356824,3.712679386,0.441469798,1.054608511,0.152316863,2.423238344,0.636724094,3.267101095,0.602635646,2.923141591,0.455892837,1.518923823,0.321489787,1.015808459,0.088625332,2.751867191,0.475131201,2.189501366,0.182951876,3.705235724,0.61389648,-1.461915362,-1.849232631,-1.412732528,-1.221924625,-1.312398313,-1.311295964,-11.69411593,-11.69411593,-11.69411593,-11.69411593,-11.69411593,-11.69411593,-3.065640907,-3.479598934,-3.942809235,-2.22293449,-2.424667228,-2.675622791,-1.696606216,-1.959100575,-2.344954788,-1.76807968,-1.849050103,-2.301098699,-1.036222153,-1.510745597,-16.55467915,-0.908846941,-1.174540465,-20.23705658,-3.311417539,-3.599363346,-4.021181116,-3.243505536,-3.285717515,-3.652570475,-2.104926026,-2.300171282,-2.443897468,-1.994339531,-2.004196279,-2.209750497,-1.880623832,-2.012071481,-2.816473905,-1.473843442,-1.509229041,-2.311889884,-2.930605031,-3.239092061,-3.792275324,-2.097771728,-2.204006924,-2.707618062,-1.899608739,-2.5354768,-2.98121889,2.47285877,-2.118646058,2.472858763,-2.937826664,-3.019743772,-3.321280148,-2.96348887,-2.972839304,-3.274794471,-2.524869845,-2.713980802,-2.743337672,-2.410272946,-2.537375269,-2.497373956,-2.9118655,-3.3588619,-4.137065368,-1.497645812,-1.652962215,-2.097344075,-4.36259681,-4.70628059,-4.646660194,-3.481909705,-3.616636819,-3.830678003,-2.981127184,-3.117112753,-3.989746143,-2.460760852,-2.500540215,-3.358163663,-3.135550799,-3.515091994,-4.933878561,-3.099360262,-3.291899247,-4.038132488,-2.424875114,-2.445902038,-2.608464599,-2.273952322,-2.274457623,-2.331464062,-3.476495636,-3.52624339,-3.588934619,-3.087208782,-3.097905028,-3.130218718,-2.234861288,-2.529698154,-2.702202099,-2.207945989,-2.255167575,-2.606797877,-1.039647744,-1.30081447,-1.202759249,-1.000294265,-1.078172398,-1.145776722,-2.467526582,-3.001385586,-2.898181523,-2.543933085,-2.607184719,-3.0870651,-2.771832378,-2.836461931,-3.203028091,-2.130044421,-2.15282447,-2.260665605,-2.553934891,-3.093395049,-2.709559516,-2.563716331,-2.989540648,-2.586230201,0.22019073,-0.20752148,-0.29524293,-1.3466803,-0.74075749,-1.27071771,-0.46691196,0.04051425,-0.70669552,-1.45459707,0.11788553,-0.12150681,-2.84816256,-0.56296458,-1.40987775,-2.30136416,-0.30952389,-0.44703754,0.10782853,0.08013213,0.05956918,0.08285528,0.12516646,0.07286859,0.0964827,0.08641107,0.14495209,0.08751505,0.22894267,0.06588195,0.07183692,0.09706709,0.11740025,0.10199525,0.10406738,0.11761423,-0.57222641,-0.89774551,-0.22294988,-1.0746544,-1.16594047,-0.92479249,-0.11149156,-0.55016124,-0.396109,-1.15047093,1.70439958,-0.53382553,-1.91901808,-0.73793356,-0.97871314,-1.2113248,-0.99247292,-0.60543196,0.05509315,0.04127767,0.03787961,0.05133036,0.07371413,0.03236984,0.06369925,0.05815198,0.05212349,0.06268843,0.08460932,0.04615819,0.0531592,0.05390557,0.07147198,0.06033716,0.05782048,0.06058962,5,350,1,0,1,0,5.49,6.39,6.746666667,7.135,7.412,0.028571429,0.014285714,0.038095238,0.457142857,0.508571429,0.028571429,NA,NA,NA,NA,2.110122129,1.142857143,0.332348552,1.094315698,1.463971304,1.702431772,1.927279669,0.028571429,0.057142857,0.047619048,0.178571429,0.285714286,0.028571429,0.077037016,0.052723383,0.236891151,0.376926613,4,1.702431772,0.714285714,0.104891974,4,0,0,1
3,16893,DOMINICKS    4,PARK RIDGE,60068,420392,878425,300,4,A,2,0.095089506,0.26202989,0.062161274,0.220789415,0.055567293,10.64697132,24885.18215,NA,2.480346577,0.269442096,0.338757396,0.303677092,0.088123415,0.391800507,0.220625528,0.269442096,0.088123415,0.362121568,0.446336959,0.000571522,0.522236341,0.224057603,172.767895,0.259745235,0.170128586,0.154698318,0.037475345,0.108301954,0.053254438,0.054150977,0.1457773,0.107405415,0.037076459,0.304417243,0.991548701,0.698665519,0.15166694,0.037592397,0.055356011,0.118318191,0.162898796,0.316923727,0.312486795,0.03401648,0.726693466,0.726693466,0.018589744,0.01517094,0.009615385,0.073076923,0.119017094,0.231410256,0.037179487,0.062606838,0.252350427,0.097008547,0.034401709,0.04957265,-1.89133934,-1.22436977,-1.87582043,-1.87521311,-1.87504607,-1.68898305,-2.38417197,-2.8763271,-2.50031604,-2.85411573,-1.99403252,-2.6231735,-3.18956645,-1.33226767,-2.54359997,-4.02915577,-1.93281791,-2.63698583,-1.26121028,-2.46070316,-1.61873274,-0.76699065,-1.5441842,-1.99462088,0.04667355,0.04600846,0.03710938,0.05689763,0.09175825,0.08360286,0.08168923,0.0830371,0.04118425,0.06016966,0.10407357,0.06669679,0.05453834,0.05258531,0.05921006,0.04551734,0.04285546,0.07285956,0.03950031,0.06150636,0.10942223,0.01893505,0.17421153,0.11963333,-2.382328178,4,0,8.412411201,1.25,16505,2.373200221,1,71862,0.114888642,0.825100218,1.128794122,1.66200352,1.79156581,2.014862737,2.036047799,2.75276175,2.951548258,3.826749435,1.166666667,0.5,0.5,1,0.833333333,0.666666667,0.166666667,0.25,0.916666667,0.5,16793,16265,16825,16854,16831,16137,17013,17232,16828,16805,4.75,6.54,7.38,7.73,8.43,8.49,9.17,9.25,10.29,10.81,1.166666667,0.5,0.5,1,NA,0.833333333,0.166666667,0.666666667,NA,NA,16793,16265,16825,16854,16896,16831,17013,16137,71862,16976,0.183219,0.214221,-0.325575,-0.544397,-0.842997,0.131295,-0.302916,0.034401,0.285984,0.050152,-0.559545,-0.645474,-1.034803,-0.268762,-0.246835,-0.281457,-0.546431,-0.831328,0.082049,0.093079,-0.52409,0.015021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,300,0,1,1,0,4.75,5.645,6.223333333,6.6,6.966,1.166666667,0.833333333,0.722222222,0.791666667,0.633333333,1.166666667,0.780484204,0.669612569,0.76635101,NA,2.373200221,1,0.114888642,0.46999443,0.689594327,0.932696625,1.104470462,1.166666667,0.833333333,0.722222222,0.791666667,0.8,1.166666667,0.581482272,0.53702294,0.743271543,0.772489458,7,1.367608978,4.833333333,0.504878369,7,0,1,0
4,16894,DOMINICKS    5,PALATINE,60067,421203,880431,550,5,D,2,0.141433483,0.117368032,0.053875277,0.32122573,0.025569503,10.92237097,26779.60924,NA,2.656438866,0.218851697,0.335076709,0.342980009,0.103091585,0.446071595,0.270804277,0.218851697,0.103091585,0.410568032,0.576284409,0.001119283,0.535883355,0.296345389,184.5758379,0.26458527,0.096642755,0.177905308,0.058599281,0.145191156,0.108484914,0.087790001,0.203790437,0.196274916,0.057626392,0.27281491,0.992212924,0.851805986,0.091170199,0.025104603,0.032543003,0.190609019,0.168061367,0.330195258,0.263365876,0.015225477,0.835260306,0.835260306,0.012572415,0.014791076,0.023049427,0.039196352,0.077899667,0.369776901,0.019844694,0.042894121,0.299149513,0.045852336,0.017132996,0.037840503,-2.07176828,-1.02115177,-1.5694904,-1.50404049,-1.63161534,-1.26678054,-2.020712,-2.43515451,-2.42992312,-2.85168378,-1.48883878,-2.01195334,-2.96202593,-1.02954838,-2.38633601,-3.56947515,-1.70315721,-2.04950815,-1.24949874,-2.57453176,-1.31412155,-0.73819207,NA,-1.65060295,0.04685187,0.04750394,0.04214705,0.0553439,0.0949519,0.08326407,0.08721526,0.08525697,0.03971104,0.06207115,0.11046914,0.06773406,0.05508357,0.05583948,0.06087175,0.04473752,0.04234011,0.08376773,0.03836881,0.06245907,0.10304508,0.01995546,NA,0.09705996,-2.11063267,5,0,3.801997814,0.681818182,16505,4.701267303,0.863636364,76899,0.311819243,0.7314,1.319936184,2.441294052,3.198417648,3.418661909,3.521435425,4.001730228,4.584915201,5.057118774,0.318181818,0.590909091,0.681818182,0.636363636,0.909090909,0.072727273,0.454545455,0.363636364,0.454545455,0.863636364,16393,16803,16788,77221,16747,17025,77789,16745,16703,16804,4.2,5.32,6.62,9.78,9.9,10.36,11.26,11.58,11.81,11.87,0.318181818,0.590909091,0.681818182,0.636363636,0.909090909,0.072727273,NA,NA,0.454545455,0.363636364,16393,16803,16788,77221,16747,17025,70874,16945,77789,16745,0.023781,0.398436,-0.123517,-0.170516,-0.631603,0.50968,0.058434,0.396905,0.268126,0.071349,0.051063,-0.13983,-0.606369,0.039228,-0.16058,-0.045339,-0.336489,-0.207174,0.090348,0.068191,-0.088917,-8.00E-04,0.937192533,1.417622788,0.076077394,0.19069401,0.049682583,2.798968257,0.214416278,2.284296301,0.43620958,NA,NA,2.931572712,0.43101361,2.138399999,0.447652417,1.920707427,0.314714805,2.302486341,0.257338192,1.564755088,0.181328625,5.303446,0.482326847,8.52634796,0.569200425,1.757012543,0.2395202,2.37056977,0.370760986,1.328488833,0.158300961,1.708510434,0.437647637,2.751282386,0.556517978,3.258170405,0.583077796,2.682781087,0.637077742,2.174018955,0.213350944,2.375762532,0.383467902,2.597934929,0.191124617,2.830232389,0.625573349,-1.408057008,-1.942296924,-1.646369827,-14.53579604,-14.53582419,-14.53579763,-5.836127147,-7.336628008,-6.675912585,-8.587104087,-8.595579854,-8.502478768,-1.9113058,-2.201627002,-2.330391241,-1.430801054,-1.591114131,-1.65348169,-2.370280726,-3.50460354,-4.349717621,-1.982695143,-2.019580386,-2.629028303,-1.27843922,-1.632153154,-6.410296788,-1.18970111,-1.360421248,-4.483954745,-3.110704177,-3.384633092,-4.166335008,-11.36407444,-11.3640747,-6.967853588,-2.232568943,-2.275863404,-2.70949949,-1.625794341,-1.62883022,-2.001179448,-1.389702972,-1.565597596,-2.26130702,-0.780936955,-0.893850481,-1.363069092,-3.285953282,-3.96191503,-4.963557612,-1.690440754,-1.786080721,-2.514963934,-1.053076328,-1.512389938,-1.285159702,-1.015707907,-1.104385166,-1.400097297,-3.444232301,-3.552107711,-3.70516829,-3.4632022,-3.481388619,-3.621178272,-2.76577856,-2.871783869,-3.075348817,-2.544697391,-2.656627992,-2.761539271,-4.267188729,-4.973228434,-5.128095188,-1.405408069,-1.588759259,-1.835346578,-4.632370434,-5.67604976,-6.345848964,-2.895966651,-3.159752992,-3.506385892,-0.723862796,-2.085720958,-1.448913462,-1.189026819,-1.795257386,-2.300130398,-2.535600169,-3.082269947,28789704636,7.335484947,-3.073443384,8.59196E+13,-2.608634102,-2.664109343,-2.731085463,-2.203449706,-2.213477627,-2.28464904,-4.08232839,-4.13107435,-4.321988607,-3.667693978,-3.683352362,-3.713430948,-2.202925161,-2.37263067,-2.885800912,-2.104745734,-2.136734018,-2.697673972,-1.336692679,-1.700805891,-1.553815026,-1.528891981,-1.681729243,-5.262221979,-2.561009688,-2.914409338,-2.920174702,-2.57784154,-2.638240836,-2.892120659,-2.299842733,-2.474486681,-2.596967464,-2.007636439,-2.046465957,-2.167058073,-2.230326078,-3.200369527,-5.243920273,-1.667184702,-2.606488068,-2.121505577,-0.22715762,0.06657446,-0.45464777,-1.31908389,-0.54922359,-1.64828027,-0.47369307,-0.28311938,-0.8177943,-1.49924592,1.03362127,-0.32956816,-2.94231704,-0.59593337,-1.51448632,-2.26248201,-0.47355682,-0.39990704,0.10701784,0.07501934,0.05873598,0.08138509,0.12337664,0.07184384,0.1060529,0.08652168,0.13865383,0.0905639,0.23726749,0.06670879,0.0717372,0.09727189,0.12050633,0.09784107,0.10256256,0.12123875,-0.9238979,-0.56412265,-0.43829154,-1.08512258,-0.96858208,-1.09384694,0.01256354,-0.76834705,-0.44951064,-1.37173896,1.99059111,-0.57581917,-2.16383045,-0.65802421,-1.15066874,-1.22530522,-1.19557474,-0.46776287,0.05414802,0.03899859,0.03705334,0.05137414,0.07259177,0.03200592,0.07247132,0.05344815,0.04947803,0.06453025,0.093827,0.04599948,0.0535536,0.05347473,0.07434233,0.06062785,0.05715523,0.06468321,5,550,0,0,0,0,4.2,4.76,5.38,6.48,7.164,0.318181818,0.454545455,0.53030303,0.556818182,0.627272727,0.318181818,0.470588235,0.55722654,0.587086139,0.676082432,3.801997814,0.681818182,0.311819243,0.521609621,0.787718476,1.20111237,1.600573425,0.318181818,0.454545455,0.53030303,0.556818182,0.627272727,0.318181818,0.509390645,0.605699733,0.621281041,0.736306837,4,1.20111237,2.227272727,0.46358542,4,0,1,0
5,16895,DOMINICKS    8,OAK LAWN,60453,417331,877436,600,8,C,5,0.123155416,0.252394035,0.035243328,0.095173274,0.075112724,10.59700966,24653.87021,NA,2.769602991,0.210821511,0.314417684,0.343011107,0.131749698,0.474760805,0.288683603,0.210821511,0.131749698,0.283074736,0.757211017,0.000390502,0.054227156,0.009109024,97.50142328,0.250372149,0.208451971,0.173884809,0.037805102,0.114791705,0.067810607,0.081574601,0.152596807,0.149385208,0.037322221,0.236706223,0.993071594,0.64771866,0.04599686,0.05135254,0.076220853,0.135173779,0.217443907,0.216124065,0.302793665,0.052243731,0.901602958,0.901602958,0.00431328,0.003178207,0.006696935,0.049148695,0.119863791,0.221566402,0.045970488,0.063791146,0.230646992,0.151986379,0.042451759,0.060385925,-1.80369007,-1.1624544,-2.03906262,-2.15473864,-2.13411445,-1.06917051,-2.46537637,-2.96979794,-2.26013853,-2.83219643,-2.446596,-2.85102172,-4.00238687,-1.481758,-2.60256468,-4.19476135,-2.37362308,-2.83954085,-1.1641472,-2.53030791,-1.35799796,-0.78171639,-2.4491627,-2.01655287,0.04372313,0.04603888,0.03677532,0.05319666,0.09243632,0.06773426,0.08812882,0.08711132,0.04394201,0.05968469,0.11237543,0.0738635,0.05499707,0.04940938,0.05572323,0.05110535,0.04195292,0.06929156,0.04056825,0.06123208,0.08645687,0.01858762,0.14375748,0.08863131,-2.633555033,8,1,2.636332801,1.5,16503,6.337501369,0.333333333,70985,2.226826423,2.405468503,2.757371168,3.406817688,3.730437797,4.098806231,4.439073633,4.468467805,4.701077804,5.05535753,0.208333333,0.208333333,1.208333333,0.833333333,0.583333333,0.016666667,0.033333333,0.125,0.083333333,0.166666667,17111,16769,16700,16882,16867,17005,17997,17103,17144,17270,7.11,7.63,7.82,7.82,8.4,8.53,8.7,9.41,9.5,9.63,1.5,0.208333333,0.208333333,0.833333333,NA,0.583333333,1.208333333,NA,0.291666667,0.016666667,16503,17111,16769,16882,16953,16867,16700,16909,16362,17005,0.277445,0.449581,-0.484792,-0.773472,-1.082956,0.871307,-0.425693,-0.066246,0.549753,-0.069569,-0.990855,-0.832119,-1.466201,-0.36604,-0.119211,-0.41575,-0.969865,-1.072058,0.16348,0.032799,-0.262969,0.019392,1.47482302,1.75574406,0.089817433,1.94444053,0.391273501,4.297798111,0.317880937,2.641812689,0.50280689,NA,NA,4.688980783,0.66067076,3.073090926,0.610531368,2.758317846,0.431575542,4.143855964,0.422834226,2.496267399,0.310332937,7.976048017,0.678300602,6.734165768,0.477378551,3.675986957,0.487696484,4.597902291,0.651481439,2.122249541,0.230788735,2.695513159,0.689479817,3.797759227,0.780540546,4.587036236,0.791635688,2.91473998,0.647097133,1.223180709,0.110696119,5.133032634,0.632526125,2.826267759,0.228142325,4.453825371,0.927305353,-1.815891765,-1.963792112,-2.064375787,-1.373658573,-1.398001288,-1.554000199,-5.277306114,-5.491706694,-6.322488529,-4.934894812,-5.012104345,-5.751170436,-2.294205836,-2.525534751,-2.721695433,-1.89305853,-1.979854223,-2.302816603,-1.6624903,-2.339535351,-2.125482689,-1.8939211,-1.954046073,-2.390213654,-1.218136609,-1.322580397,-8.163741312,-0.824540277,-0.84220039,-9.18930471,-3.172360973,-3.412002845,-5.952975633,-2.938398669,-2.964999355,-3.465985406,-1.923470496,-2.019699855,-2.302861473,-2.094194866,-2.108723044,-2.401813993,-1.517460837,-1.613921215,-2.451555676,-0.762945592,-0.820238364,-1.289879572,-2.342605343,-3.030745512,-3.275358717,-1.620534655,-1.848405894,-2.446244125,-1.736643157,-1.988723717,-2.751938263,-1.459104091,-1.521466826,-2.045530022,-3.583311376,-3.75749399,-3.925578368,-3.627357036,-3.712837661,-3.820825492,-2.624667834,-2.833919489,-2.831294665,-2.133690448,-2.529967952,-2.265853285,-3.420325479,-4.141415248,-4.925319395,-1.811836799,-2.269601888,-2.6292048,-5.052927853,-5.980889482,-6.971515161,-3.824508365,-4.101739467,-4.821567768,-1.622054214,-2.426473032,-2.518837771,-2.019985334,-2.370353329,-3.015427409,-3.300970979,-3.705749622,-6.198059806,-3.201617428,-3.424312177,-5.106037199,-2.795573994,-2.910017589,-2.990030088,-2.4139683,-2.497949786,-2.553606428,-4.275381525,-4.303548687,-4.570624417,-3.730317277,-3.743219653,-3.888331406,-2.400041228,-2.521508702,-3.139407681,-2.328116945,-2.349933339,-3.022966092,-1.219187789,-1.716022904,-1.500920763,22.4071991,-1.191767778,22.40719906,-2.966910055,-3.552121928,-3.853059665,-1.98690133,-2.082669638,-2.515709963,-2.459412454,-2.576269475,-2.603537648,-1.828212095,-1.840070932,-2.00261382,-3.286971832,-4.208538416,-3.390065759,-3.341219645,-3.946506097,-3.507987146,-0.12395565,-0.42661184,-1.2166099,-1.98662218,-1.33549553,-1.80589054,-1.04921242,-0.98009168,-0.75364159,-1.85669183,-0.35626307,-1.26196449,-3.53773212,-0.96659817,-2.0890799,-2.37626824,-1.15755138,-1.02715972,0.10941408,0.07344617,0.05896592,0.0812003,0.12114382,0.07179243,0.1039091,0.0886487,0.13669429,0.0869266,0.23211839,0.06975906,0.06782203,0.10127444,0.11718941,0.10553377,0.10119411,0.09151182,-0.7459529,-1.02008568,-1.0807981,-1.71024244,-1.79561412,-1.17856206,-0.55427544,-1.08531292,-0.30392537,-1.62129131,1.24543042,-1.49958187,-2.62263045,-1.12110918,-1.69703279,-1.25967336,-1.76342249,-0.94758096,0.05513154,0.03807133,0.03672585,0.05094773,0.07113361,0.03189997,0.07248401,0.05710728,0.04961284,0.06210887,0.09195903,0.0491196,0.05155966,0.05543061,0.07144105,0.06365792,0.05594943,0.05273351,3,600,0,0,0,0,7.11,7.37,7.52,7.595,7.756,1.5,0.854166667,0.638888889,0.6875,0.55,1.5,0.831382858,0.61541445,0.671508119,NA,2.636332801,1.5,2.226826423,2.316147463,2.463222032,2.699120946,2.905384316,0.208333333,0.208333333,0.541666667,0.614583333,0.608333333,0.208333333,0.208333333,0.581472137,0.66094664,0.641015947,2,2.316147463,0.416666667,0.089948216,2,0,1,0
